"","A","B","C","D","E","RMSE","ID"
"1",33.649999999298,0.00196429431278697,-355.536912511483,17.7998271549706,2.00999999933581,0.490052105265657,141
"2",33.6503240623328,0.00197974103377591,-351.57000002627,17.6571000007736,2.00999999982479,0.490416377654343,142
"3",34.3700001144313,0.00636771956822231,0.00998963750562019,5.07802011470091,2.82000004094827,0.61381331592735,143
"4",34.370000107243,0.00637061631243105,0.0799900835569909,5.07547707927508,2.82000003428353,0.613899311494597,144
"5",34.3700000772074,0.00636774784382276,0.00999757820560217,5.07832757628831,2.81999995018382,0.613813902274216,145
"6",34.3700000013112,0.00636775904497702,0.00999505601987652,5.07822522796829,2.8200000074431,0.613813688700968,146
"7",29.8708189797401,0.0055142,-0.02,5.2871,0.301955544667366,0.518951274101728,147
"8",36.9740315926036,0.00630028478812489,-0.672793435322896,5.54079687678179,2.11603139447745,0.720980829237283,148
"9",36.9740315926036,0.00630028478812489,-0.672793435322896,5.54079687678179,2.11603139447745,0.720980829237283,149
"10",36.9740315926036,0.00630028478812489,-0.672793435322896,5.54079687678179,2.11603139447745,0.720980829237283,150
"11",36.9740315926036,0.00630028478812489,-0.672793435322896,5.54079687678179,2.11603139447745,0.720980829237283,151
"12",36.6200000218272,0.00543260630583573,-26.7099992534534,6.65940003358032,2.05000000917862,0.684975212130791,152
"13",36.9714202202256,0.00629609365641205,-0.799459598238783,5.54145570838573,2.11551026313827,0.720952950192023,153
"14",28.6800000376949,0.00577682051723991,-1.08843266121401e-06,6.45838230138961,0.619999983165037,0.60055202317639,154
"15",23.7300000036209,0.00575377967604521,0.0300973148994896,3.90259938583784,0.280000020555627,0.23549288165331,155
"16",23.653608574151,0.00529862611442028,0.0199998148595799,4.60119982511667,0.734148949598253,0.255398178775364,156
"17",30.7299998573094,0.00661914989425626,0.0408711354711839,4.29749977120792,0.790058936078807,0.187453660063724,157
"18",29.9518280959169,0.00608841601703565,0.0288031888961123,5.10879958101084,1.49496521618823,0.212096640615324,158
"19",23.5714349262726,0.00602517967168566,0.0199954832482767,8.28160007780881,0.194839614617102,0.235248579855886,159
"20",26.8399999921792,0.00532190682181532,3.7941860990051,7.37839991213813,-0.749369418807267,0.521693603960777,160
"21",35.7500495808794,0.00628532901133617,0.0257680898033396,8.26877140136379,0.829999971219166,0.270993581928068,161
"22",38.2200000694578,0.00539322819177284,0.0342694337829763,7.23473550769008,0.819999957952487,0.2792088893609,162
"23",38.4883856077526,0.00716480764071756,0.120835320276464,2.00095916837244,-4.89106107907382,0.252853727030097,163
"24",31.93222567757,0.00512099067849507,0.02389521911091,3.00540127541602,0.53000018240714,0.234539827135397,164
"25",41.0781933663206,0.00825356872092184,0.353932008499735,2.87276806309912,-3.01838924057027,0.281398002136172,165
"26",37.508134535162,0.00659280655125525,-0.629844126657367,3.4525091465468,-0.397384907477582,0.126077283581369,166
"27",29.8807295099974,0.00432924208368632,0.0200006091430745,6.71260002739979,0.453757752608519,0.436742087351301,167
"28",65.7017015783022,0.00242240084905256,-0.539688948667782,3.24344790207282,-0.048400089033025,0.245458326190464,168
"29",83.1998181605618,0.00344843521512705,0.0200021359393757,4.20291838778373,0.759999882156467,0.194832890473017,169
"30",28.680000216898,0.00479210029248555,0.0199716513666004,4.65880049245639,0.941204061526744,0.346400367073257,170
"31",49.2482957271206,0.00388120871990789,0.0199979767051626,5.3494382630384,0.789999971669052,0.305974653493866,171
"32",21.5100001846218,0.00456939083376471,0.0391428767633555,5.1639992583568,0.740648013404107,0.276033980582629,172
"33",49.740000035538,0.00430852875717801,0.0445336711718513,4.83139983627257,1.3837835753794,0.586148901570252,173
"34",29.6199999966103,0.00504993270651708,0.0200721036496293,5.39359989048532,1.90405690052609,0.307129700196034,174
"35",31.7204117856026,0.007564,0.02,5.10908900642395,0.98,0.829157221569702,175
"36",NA,NA,NA,NA,NA,NA,176
"37",25.6799997122383,0.00879075278423627,0.0256892032429744,5.71880016954865,5.99000004634329,1.19397057348642,177
"38",NA,NA,NA,NA,NA,NA,178
"39",28.5900000340819,0.00638602013341017,0.020001165689562,5.98180005243375,1.8044150966692,0.370107428474633,179
"40",26.570000057013,0.00591224490616648,0.0199949083542018,6.80790008771235,1.09210054173489,0.368599687751886,180
"41",30.65,0.0071978,0.02,4.65641759647223,0.86,0.774498045940624,181
"42",27.558727869326,0.00715976865800599,-0.765231409983966,5.00562972763504,0.416944623237578,0.738805713282856,182
"43",26.5451836095691,0.0058543373795527,0.0200005410527844,6.52000002433703,1.17135703972144,0.311660569856211,183
"44",25.8800000206581,0.00519593998873092,0.0199988831809117,6.6870499771728,0.229999999346142,0.241769864327871,184
"45",26.2000000139312,0.00629177767089872,0.0214002511847745,6.98733718638834,1.16999999628347,0.447517477478957,185
"46",24.7917401271391,0.0061772837955489,0.0199904989161207,6.12710016367252,0.161037760342743,0.580719102989165,186
"47",21.3200000094546,0.00520292843328985,0.0277269881095376,7.21019990960591,0.843297645752063,0.136697953457249,187
"48",19.6000000773642,0.0047709477170431,0.0199968134630265,6.44159984144534,0.371625588708264,0.359421208024552,188
"49",21.3200000094546,0.00520292843328985,0.0277269881095376,7.21019990960591,0.843297645752063,0.136697953457249,189
"50",19.600000052269,0.0047709479577454,0.0199981474185411,6.44179995251665,0.371657995714156,0.359421303555421,190
"51",20.7634651929961,0.00510599627773927,0.0199991041278701,7.68539999808108,0.431952942644077,0.385852984312635,191
"52",51.1645095407444,0.00304659973942203,-2.51193905560302,4.67228625053027,-0.215936627769764,0.170728304808679,192
